191,Wow that was fast...next up Soderling or Ferrer. Gilles Simon lost,0
193, glad to know that the ad display problem was due to a firewall config at yr office. phew!,1
198,Happy #StarWarsDay. May the 4th be with you!  From everyone _paintball,1
200,St joe is dirty.,0
203,I hate my life,0
205, ****! natalya! you gotta tell me whats going on!!! i`d call you but i lost all my phone numbers when i broke my blackberry,0
206,just thought about how unfair 3 ppl have been 2 me n got depressed again  HATERS!!!,0
209, Panchito`s burfday party tonight... wish you were here kiddo!,1
212,the best things in life are free  x,1
213,misses my Mom today. She was my Best Friend and even though she has been gone several yrs I still miss her dearly. Happy Mother`s Day,1
217,http://twitpic.com/665jw The racoons ate our bread!,0
220,No launch today. Teacher changed plans and we watched a stupid move about tesla,0
221,  it`s very pleasant. i sooo rarely just have time to kill...,1
223,__O lol but tiz a good song,1
227,_Wright THANK YOU! 'Return of the Mack' is THE jam!,1
228,Ready for this saddenning depressing dullful upsetting dreadful weekend.,0
229,sorry for my lack of tweets  ive been buzy. new vid this saturday!!,0
230," I do my humble best  Going on a works paintball day soon so that should fuel a few strips, no doubt",1
231,going to bed  cant take thiss any longeerr maan. [U],0
232,_Morden ..be at richard`s. if not then i`ll see you when you/we get back  good luck!,1
234,Spent the last hour signing yearbooks. I`ll miss you guys!,0
235,And I just love every little thing about you...,1
239,_Oyler Poor little woman with her smushed in head,0
242, Hey! That`s my school! I hate that place.,0
243, i did i only got 3 stars on the pre wash then failed the rince,0
244,MY SiSTER iN LAW JUST LEFT FOR HER PROM!! SHE LOOKED SOO PRETTY.. TEARS ALL AROUND,1
247,I`m really bored! My brother went to get his permit! Stay off the roads! Jk lol! It feels like all my friends have abandoned me! Except 1,0
248,", goodnight",1
249,"_The_Moon Hiya hun! It`s just not my day. Dentist appointment (ouch!),notebook being a ****. Feeling sick  How`s you?",0
250," but i do emily ahahha you scare me, so it would work",0
256,i think the food i ate made me sick.. i no feel so good,0
258,"Lots of tasks to complete today. First, wecloming new members to Canadamigos Social Networking site, www.canadamigos.com, and coffee",1
259,Just wants to stay in bed all day but has to go to work instead  sux,0
260,chillen trying to figure this thing out gettin drunk,1
262,Filming at a carnival for my music video... It reminds me of the Cherry Festival that I used to go to back home... Ahhh memories...,1
263,I`m siiiiiickkk  I dun feel good!!,0
265,Glorious sunny day in London town.. I`m in drama school fighting people with swords while protecting my romantically structured face,1
266,_89 I feel so sorry for her  hope she dnt cry 2nd time,0
267,would wish the severe migrains would stop!!! doc`s prescriptions arent working,0
268,"09/09 +full moon+ my lovely friends and family= my b-day wish came true;)<3 In addition,gray matters is one of the cutest movies ever!!",1
269,My Life Would Suck Without You - Kelly Clarkson,0
271," you should so host the next logies, i only laughed at your bit really",1
273,__joy i feel like red lea now,1
277,Is miserable  i feel like im gona cry  sux!,0
278, i know they are delicious.miss germany but like holland as well as we used to shoppin there at weekends.lol,1
279," LOL, very true. Maybe next year. I loooved that siggy, and I don`t remember what the password for the mod thing was  Cake?",1
283,Straighening my hair and its not going as straight as i want it to be what a  bummerrr for me,0
284," I need botox work on the lips if I`m going to change my name to Angelina Jolie, but it`s a thought! Sad though about the racism",0
286,Morning all! Have a GREAT DAY! Off to school I go,1
287,"now, in a weird mood  muahaz",0
288, congrats! Photo of dre?,1
289,"#SanctuarySunday  thanks for joining on #SanctuarySunday, follow more Sanctuary people to keep up to date on the tweets!",1
292," Oh, and a very good review",1
293,_MileyCyrus it wont let me do it twitter keeps saying over twitter capacity or something that bird keeps coming up.,0
294,I`m extremely hungry.... and the only thing I have in my house is Soup...  I don`t like soup... *pouts*,0
295, its hilarious,1
296, I love the guy that was standing behind me,1
297,Bout to hit the sack...got **** to do tomorrow. Happy mothers day MOM!,1
298,lost my DC hat ..,0
305, I am soo excited about your pasadena seminar...if only i can find the confermation email,1
306,Ugh I don`t feel well again all of a sudden,0
307,I want a new phone  I`ve seen too much cellphone commercials (,0
308, we`ll test that theory  with no right arm to strum with.  Got a feelin I`ll be humming my new tunes for a while,0
309, http://twitpic.com/4vuuy - That`s so cool.,1
310,school. 39 days !!! so exited. Amazing premier ,1
311,  tis very useful indeed esp. for newbies like me!,1
315,is relaxing after working on Mothers Day.  Oh well. A good day had.  Hope you are all well,1
317, yup!  Now I can join in on the nin access fun!,1
320,Download movie  'A Good Day to Be Black &#38 Sexy' http://tinyurl.com/ckmkul cool #movie,1
321,Jus got back from a run up sunset blvd! My cuzin tried to kill me my legs are still movin and I`m sittin down!!,0
322," Aww, that`s sad.  I miss seeing you guys on the big screen.",0
325, Thank you so much phaoloo !!!!,1
326, the hotel should be thankful,1
327,"Watching GH. I feel so bad for Carly.  OMG, so **** up.",0
330,IS ANYONE AWAKE?!?!?!?! oh my god i am dying here. i want to go to SLEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEP. :[,0
333, thanks for following,1
334," Well, good luck then.",1
335,at work getting a quick bite to eat before having to kill my wrist self addressing 500 envolopes,0
338,making german apple slice  nom nom nom,1
340,My tummy hurts,0
345,The poor Pirate had out his last wisdom tooth and is looking really peaky.,0
347,"waiting for aaron to get into town, and then leave him for work. booo",0
351,is going to bed soon. happy mothers day to all the mothers  <333 ryan less than 3 weeks :],1
353, well even with her breakdown she was better than the other acts unfortunately! Britain`s got very little talent,0
355," Sadly, I can`t view that site due to region restrictions",0
356,"It`s 20:50 hs and i`m still at the office...really tired,wanna go home!",0
358,_day26 ~ Awwwww have fun with the fam boo boo,1
360,Mexican coca cola in a bottle. New favorite thing.  No high fructose corn syrup....  sugar is so awesomely old school.,1
361,Got people don`t let me skip sci pratical becos skola is impt and dont waste my parents money.  Nt fair.,0
365, Thanks for the hint.  http://tinyurl.com/chtx7e.,1
366," u welcome babe, kill the show! Yuuupp!",1
368, I was never a good stereotypical teen,0
370, i am so sorry,0
374,i have problems wih pizza..ii love it too much..i`m so addicted to pizza  and Dot Dot Curve. >,1
375,So tired.,0
376,had a lovely breakfast with mum...yummy pancakes,1
377, Yay! have fun,1
378, Why thank you... Us Mami`s are bringin` sexy back...,1
379, lucky! that`s awesome,1
380,"Oh god, a moth was living in a **** power outlet!  (Actually, my PowerSquid.)",0
384,"I love  very much  I called him, but he was talking to other fans  I love you a lot Mitchel! I`ll see u in El Cajon. June 7",1
386,"Woo! Two days till awesome gig, one day till Uni is finished for 12 days  #gigs #3yp",1
390,I`m dreading hearing even worse news tonight,0
392,haappy bank holiday  2 weeeeks. aah!,1
396,says my new layout is so cute x) see the cuties ? hahahah  http://plurk.com/p/suqp6,1
397," Good night, Rob. Sleep well. Safe travels tomorrow!",1
398, i know i suck.  my data plan is weak sauce.,0
401, dear oh dear.....,0
403,playing at my old school playground still the same except them lame **** got rid of the tire swing,0
406," Lol - I could have written that - would be good to have 2 Mondays this week, then I might catch up x",1
408, Cant wait for DTE in Michigan this summer you guys are great look for me in the customized NKOTB Track Jacket,1
411, I love the smell of procrastination in the morning... oder so.,1
412, I considered being a nurse when I was younger but I really don`t think I could cope if a baby died,0
414, Nice!!!!!!!! I WILL be there,1
415,Oh No!!!! I must be gettin old!!!! My mom use to watch this show....I miss her,0
416," lol that just totally made me laugh, which made my day",1
417,tonight was fun,1
419,Good morning!  Just took the longest shower ive ever taken in my life. Like 45 to 50 min shower!! Woah. lol,1
424,"Allergies  sun is out, wearing shorts.  Stuck with my advisory the whole day.... This should be boring. Except fun. If people make it fun?",0
428,Good  morning! Just went to bed it feels and already morning...goes fast! Now i am going to the gym soon. Have a nice day!,1
430,no internet for a week or longer,0
431,Jesus Christ meadowhall could do with better air con! Too hot,0
433, I sure she can,1
438, i want to gooo,1
439,evryone come here http://www.blogtv.com/People/GinaNicole2 were spamming so much and blogtv is glitching and it might work,0
440,Ready for tomorrow. My mommy will get her gift for Mother`s Day. Hope she LOVES it!,1
441,Ugh fun concert  screen cracked on phone again because it fell... =\,0
443,"So happy, my VStudio shortcuts are backkk",1
444, can`t wait to hear the evp! And cuuuute picture.,1
445,Headed to verizon. Praying that pinkberry is going to make it.,1
446,Awaiting reply from two projects. One cancelled.,0
448, Have You Watched You Belong With Me?   By My Lovely Sister ) Kiddin.,1
451,"Well, Sacramento, I hope you appreciate Rivkah Sass & treat her well. I`ll be sitting here in Omaha, pouting",1
452,Leaving the beach .. Having a great day with vicente .. We needed this time together,1
454,just left & already misses Nashville  be back sunday,0
456," you`re a busy Bob, I`m jealous. I`m not sure I can even afford to go meet John de Lancie and Leonard Nimoy",0
457,I am living in a country where the government is ALWAYS a circus show ... sad but true...,0
461, yep  but I`m going better now,1
462,Fun is being had.,1
463,$#@! My nose stud fell out and I can`t find it  Looks like I`ll have to head into Amsterdam today and get a new one,0
465,_other Excellent analogy,1
466,Good morning tweeps. Busy this a.m. but not in a working way,1
468, FOLLOW ME BABY U SAID N DA CHAT U WILL  LUV YA GOODNITE,1
470,got a rad new t-shirt from my aunt. Made from some cool shiny shiny pink material.,1
471, it was an awesome talk  find it very true that i am watching the ruby community closely,1
473, hahaha niene ur soo smart.! lmao i think that is who its by..  good lookin.. whts up gurlie?? i come home this weekend.!,1
475,"I hereby announce that I am... employed! Couldn`t be happier, Alhamdulillah!",1
476,"i juz registered my cp in twitter, but my tweets wont go thru? Argh..Hmm wanna follow my idols lyk  away from the PC..",0
480," Glad to hear you made it out, I hear that place used to be it`s own country  Looking forward to your arrival!",1
485,"TAKE THAT, TAKE THAT!!!! IN YOUR FACES!!!!!!!!!!!!  Robbie won!",1
489,feels ..my cousin is a monkey  http://plurk.com/p/x23pa,0
492,Don`t you hate it when you`re left with one slice of bread left in the bag? Half sandwich.,0
494,"Gha, off to work - hopefully traffic has cleared up by the time I get there!!",1
496,Going to meet the new family I`m babysitting for... Wish I was still sleeeeping,1
497, Hi Heather. I dont know why... but I just saw your messages from April!! Have not been very twitter friendly...,0
500, I know right  Poorpoor girl! It shows why they shouldn`t put young people in competitions like this though (.....) -,0
502," wowie wooie someone updated their twitter without me having to remind you. I`m not even mad,I`m impressed.  how was the lasagna ?",1
503,Today is another good day for some less extreme experiences... Anyone a fan of #24? I`m watching season 4 now,1
505, still not 100%    im sick of being sick!,0
508,with hubby at the dentist ready to hold his hand  and getting nervy about potentially buying a car tomorrow,0
509,Aww I got to see my 1st grade teacher`s last day before she retired,1
510," For sure you should continue to Tweet WHILE on conf call, WHILE worrying about cat and bee.",0
514,"gawww, why is facebook being so slow?",0
515, im cool  cant wait to hear these stories xoxo,1
517,Also I was conviced to do a happy dance and then told it was the most adorable happy dance ever,1
519,i feel in love with pizza girl... now i eat pizza everyday,1
520, 11 30s way early! anyway nigth night  love you!,1
521," If i say PLEASE REPLY TO ME DOUGIE, will you do it? I double dare you",0
524," MUAHAHAHHAHAHA...   well, maybe they think I`m crazy or something. I haven`t scared  yet though",1
526,today got her POP! t-shirt & lovess ittt  haha x,1
528,"Perfect night. Best month of my life so far!! You my boo, ",1
529, yayy  you`ll can help me im doing my english homeworks which i had to do during the holidays >.<,1
531," Think you should do a tour in England, we dont got to see any aweomse people !!",0
534,Is bummed out...i don`t have even one testimonial on Flickr.,0
535, I am sorry that you are feeling that way.,0
536,yeah so Prom Night is now the Craft (good movie),1
540,"    I am sending healthy, healing thoughts in the mumborg`s direction.",1
541,"Not at prom. Ha! Chinese, iced chai, and some old school pokemon. Good night",1
545,Good morning scary world!,0
546,"is back at working auditing away, time to make the hard decisions and be happy",1
547, - ummmm. no comment. LOL. I actually have not watched GH in about a week.,1
552, Thankfully that face only shows up for photoshoots,1
553," Don`t worry, the bizarre will find you",1
554, Sorry - I have failed to grasp your meaning,0
557,Extremely happy to see my new track 'The Awakening' featured on Indivibe   http://www.indivibe.com/vibe.php?city=1,1
559,"I love my mom! Happy Mother`s Day, mommies",1
560,Just Chilling after MCFLY last night! ABSOULUTELY INCREDIBLE! =D i love them!,1
561,"God, why can`t I be at #asylum? Really. I never get to do anything cool!",0
563,"working on mothers day slideshow, cake, card, and balloons  she deserves the best!",1
567," - You too, thanks for completing  Calvin Appreciated",1
568,"Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day",0
570, Hahah! That was the best! Thank god for Terry he was laughing so hard. I miss him   I remember racing trucks with him that ...,1
572, KILL IT JASMINE! Haven`t talked to you for ages.,0
576,my apple-mouse doesn`t work on my shiny red coffee table...,0
577," (2) in commentary  , I was with her, was sad, very sad",0
578,Yet another good weekend with someone. Sigh. Man I like the boy..,1
579,"about to head to the Strand, goodnight",1
582," Aw, that stinks, I`m sorry.",0
587,My comp is being slo w,0
591, : Come to VietNam to make a live Show Miley. there are so much fans love you at Viet Nam,1
592," 'You guys could have fun in a cardboard box'.. I miss you already, bro.",0
594,Josie`s out of surgery. She`s now officially unable to procreate. And She`s way out of it... Poor medicated baby,0
595,I signed up for an account on a political website so I could post a comment but it isn`t working.,0
596,_NigerianBoi thanks JT i also enjoyed it i will. r u following me? ill follow u back,1
598, sorry 19/female/atl very lonely,0
599,"Feeling awful, new medication is making me nauseous",0
600, inooo arent they just  i wanna just go down there now an meet kyle again.. im too obsessed its not fair!,0
602," If I could, I`d send California sunshine your way.",1
603,I need a present for my mom.  Could anybody help me ?!,1
604," I am in Weirton Julie, way up North at the tippy top! LOL we don`t think southern WV folks like us too much.",0
606,bad mood and i dont feel good. too bad no one cares,0
607," I love you so much.  Just got into my hiding spot, gonna go check out datalounge",1
609,"  youre diabetic?   so is my dad.  & i might be too, not sure.  are you still allowed to eat sugar throughout the day?",0
610,I just really want to sleep butmy eyes won`t let me,0
613," Ian and I are going to a matinee tomorrow, or that`s the plan at least...it`s going to be too expensive for 3d at night",0
615," I know, but work is so boring. I prefer the  take on life",0
616, Gmorning Hermana! Thank you for your testimonial it is wonderful. Posted already.,1
618,"AHHH - Whatchu talkinï¿½ baby?  HAHAHA I canï¿½t believe youu:O heh, actually I can. Life is worth taking risks... http://tumblr.com/xs81qy54s",1
625,Well it would seem that you can enter nine 0s if you are an Individual without a SSN/ITIN or EIN according to Apple.  Hurray!,1
628, oh you are too kind,1
633," man, I am really sorry",0
635,wow.. tomorrow and then it`s over. i`ll never see some of those people again. it`s kind of sad.,0
637," I send messages to greg all the time, no answer  its ok I still love o & a, goog luck with your move to Erie.",1
641,10.11PM~ todays a drag for me. so bored. im about to get into the romance book so i prob wont be on til the morn  night twitter babes ;),0
642,"twitter fam, i`m about to hop back on AIM i went ghost on y`all lolz sowwy",0
643, i make them good girls go bad,0
649,oh yes! Level 40,1
650,my baby`s off on his adventure. 14.5 hours in the car up to Lake Ann Mi. I admit it. I cried a little when the truck pulled out...,0
652,frustrated by my stupid iPhone I need a blackberry!!!!,0
656, Oh! I ate pizza last night too!  I stupidly feel closer to you somehow!,1
657," Oh right,sorry,now i get ya,But still 3000 email`s,wow,cool",0
659, my bad homie,0
661,Good morning everyone,1
662," love this one, especially the shoes  anyway, gmn punya acc lookbook ya? http://lookbook.nu/look/92920",1
665,good morning world,1
670,And ... Happy Mother`s Day to all Moms   You sure are the ? heart of mankind.,1
673, lol that was a great movie,1
678,Hecks yeah. Jandy timsamlake is too rawesome!,1
679,**** internet jus cut me off!  was bout 2 shoot sum guys eye out  ~*~KANDI~*~,0
681,Not only has it broken but it`s Monday!!Does this mean Monday can be fix`d?  ? http://blip.fm/~5jgio,0
682,People at work are stressing me out.,0
686, Lol Your tweets are so funny! I met you in Calgary! You`re awesome  Can`t wait for the next HP movie!,1
687,is off to work ... still 'recovering' from an amazing and beautiful weekend. Have I mentioned how incredible my friends are??,1
688, so`s the smell of cigarettes and alcohol... at least *i * like it.,1
692,`s current goal is to lose 10 pounds by next tuesday! 120 here i come   soooo ready for Gatlinburg!,1
693,my best friends bought something which i really want.,1
702,Bad migrane and need to go to dancing tonight.... Not a good combination,0
703,"Grinding Skyguard rep. This is less awful than I anticipated. Yet, still awful. Last tabard I need",0
704, i dunno if he saw it  happy birthday girl!,1
708, ****! I want to be at the beach in the sun,0
709,OH. I am just so tired.,0
710,"Well, my dog still isn`t at the shelter. I hope someone good has him",1
711, Well tell me what fashion tips you need and I`m your woman  hehehe,1
712," Hello there, Taylor  I MISS YOU. Its been 2 months </3",0
713,i wear a lot of white  http://tinyurl.com/dlbltg,0
714, Always a good idea.,1
720,All of a sudden I`m craving broccoli and cheese soup really bad... my mouth is watering envisioning a bread bowl in my head...,0
723,"Wish you were here, babe",1
724,This morning I rode behind a guy with a bird cage containing a plastic Tyrannosaurus rex attached to his bicycle. I couldn`t get a photo.,0
727,"morning, how is everone? sing to me  You tuck me in, Turn out the light, kept me safe and sound at night. (8)",1
728,i so can`t be bothered working tomorrow!,1
729, kittens are cute then they grow up n become CATS,1
730, .. Guess ol` Tom has another mission impossible ... some of this is like trying to prove innocence .. I didn`t get hugged,0
732, gawd. People still remember the preggers comment. Hate you!,0
733,oh no my tweetdeck is malfunctioning :O il have web will its fixd,0
742, Awwww   i`ve got some photos of cute bunnies,1
743,long day and i still have to mow the lawn,0
745, why has it been so long since i have talked to you let alone seen you?? it makes me sad,0
746,Happy mothers day mom  ?,1
747,I want cookies for breakfast! Luckily I`m an adult and can do that!,1
748,Mowing #6. I hate my lawn,0
750, yeah.. I left cause my pc can`t run the client anymore. I had thought I would have a new one by now..,0
751,Feeling bad for  profile pic,0
753,movie then sleep! Today was good day  [{H!--D3ff}],1
759,is getting married in Vegas in November by an Elvis impersonator am so happy!!!,1
763,Their songs make me want to cry..,0
764,While driving u come across aggressive driving behaviour by another driver. U should... Chase the car 2 tell the driver how to drive,0
767, Wasn`**** totally awesome?  Seeing the rebooted crew was so nice!,1
768,"_d thats good to know, and I bet he looks just like you.",1
770,i so wish i could get pregnant!!,1
771, im trying to fix it.. it doesnt do it  and its 'ahi dios mio' but u did good lol,1
772, Hiya! Missed you too! What have you been up to?,0
774,Really sick,0
777, thanks JK!!!  Love ya to death,1
778,Going to Al Ain.  Need to check out one store. Hope i find things that I`m looking for.,1
780,So my parents are too busy making me feel like **** to realise that I`ve got worse and need to see a doctor again. No sleep sucks,0
781," G`night Jonathan! I tried to stay up, I really did. I can`t wait till ur in my timezone! Will be so much easier then!",1
782,Prom is so over rated!! Irritated... Going to bed goodnight,0
786," english screwed up my overall percentage in X, in XII again and probably in adm tests too. **** happens.",0
787, i want chinese food really baaad.,1
791, ha! lemme know what you find (tho I suspect it will be a lot of complaints). Have a peaceful night my friend,1
793,  sad face.,0
794,Aaaaahhhh.... Friday!!!! but.......     Funeral at 5,0
795,Already misses ,0
796,"_laura_LP ok thanks for the help! I hope they respond to me sooner or later, then! thanks!",1
797,  out of commish for a few days in ATL with fam.  Just saw the updates to the .net website... Looks AWESOME!,1
800, I would vote for you Miley but I live in Ireland  You`ll be fine  Good luck! Slï¿½n!(bye in irish ) Sorcha xxxx,1
802,"Oh..Summer begins..yay..  The fighting, Crying and stress has started with the kids..It`s only been 3 hrs since they got out.",0
803,I feel so deflated. No more doggy.,0
805, Omg really??  I sowwy! I`ll do it again! :-p I was tired when I did that this morning. :-p lol!,0
808,Making my boyfriend look different.  He`s  cute no matter what. <3,1
809, LOL thx,1
816, i`m not in the best financial situation myself at the moment. i`m beyond broke. my money is spend as soon as i earn it atm,0
821, i wish i wasn`t all  bummed but i kinda am,1
822, Hey Mitchel when will you be live again? I didn`t get a chance to call you,0
824,Back is SORE... should not have done that jump last night,0
826,'Brides a la mode' pow wow first thing this morning   This past weekend`s lovely wedding fresh in my mind... pics soon!,1
831,"such beautiful weather.. .why are u sick, baby ?  @ tanapolis",1
839, Yep. Nothing to worry about.,1
840,back to work tomorrow  whose idea was it to go back on a saturday?!? Oh wait... that would be mine. FAIL.,0
844,Wow what a storm we just had!!! Now no power,1
845,getting my phone back this week  yeeeewww,1
846,back from school  daily show was amazing  gonna watch it again later i think xD,1
847,_breez Yer please do! Have a good day!,1
849, hot cuppa coffee made with milk & fortified with Monin`s Irish Coffee syrup! Bliss!,1
850,right im out of here peeps.. i hope  fixes twitter mobile so i can tweet from the race.. m.twitter has been down for 4 days  #fail,1
853,productive day 1,1
855, gotta love the summer,1
859,_buckley Good morning from sunny London...sounds like an oxymoron but happens to be true of today  Hurrah!,1
860, Cool. That`d be fantastic!,1
865, srry im not so interesting right now... stayed up til 6am cause my tummy hurt and now im pooped and have to work,0
866, me because I might not have enough money for college!!!,0
868,I love how when I leave my laptop on my bed it creates a nice toasty spot,1
870, Does it start tomorrow?  I was going to book Sam on that and forgot,0
871," salt and vinegar, cheese and onion make your breathe smell lol  ****",0
872, You`re welcome. There!  I added you already!,1
874," Sorry to hear about your dude probs, what is it that`s too much?",0
876,"maybe i should take up drinking again, feel as if i have a ,massive hangover  still not ,yself today",0
878,TODAY FRIDAY: I really hope you will read my messages here and reply to me soon. I could not reach you by phone before you go to work.,1
879, whatever i know you like it.  HAHAHHAH!,1
881,Good morning twitterland. Happy Monday,1
883,thanks timmy.  turns out he has strep and a high fever.,1
884," oh, that is very nice!! I will do something nice next week ~ going to Madrid next weekend for few days",1
885,keeping it chilled.,1
886,what a beautiful day not to got to my first class,1
887, Fabulous. And I didn`t get that pic  Gmail be acting the fool sometimes. Can u DM me it?,1
889,_ that sucks!,0
890, yes it does,1
891,_datti Thanks sankar for ur wishes,1
893," sorry bout the cat,",0
895,Up and washed  I`m clothing myself as I type xD WOOOO,1
897, love love love pot psycology. My Friday night treat,1
898,Happy Star Wars Day  May the fourth be with you!,1
900,_art That would be the one.  It`s awesome sauce.,1
902," I`ve never been to Prague, but if i had the money, it`ll be in the 10 first cities I visit",1
905,"_ really!? that son of a ****, screw him, ill talk to on msn later k  xox",0
909, don`t follow me. You will ruin my twitter experience,0
910,Blah to car repairs... almost 600 dollars...   Shopping around for a better deal.,0
911,Weetabix and Choco milk  Yum!,1
913,I`m sad to have lost another person close to me to cancer,0
915,_Nutbar Good morning  how are you? #TwitterTakeover,1
918,"_la ben`s dreams make me so saddddddd  i want them to be togetherrr. i swear if this **** gets me bawlinggg, so help me..",0
922,this weather makes my fingers numb / still waiting,0
923, LOL yeah ima mama  thanks. happy mama`s day and lakers day! i love it!,1
926,http://yfrog.com/0xoxij Fry bread is good but they only gave me a little pinch of lettuce  ha ha,1
927, Its WoW! effect  Thanks for the update.,1
928,"got up at 8 today, and also misses his friend ",0
933,Gonna go to work with my honey today!!!! So exciting!!!,1
934,_ aww thats too bad you lost it though,0
936,I hate going online and looking at the balance in the bank.  its always a lot lower than I need it to be.,0
938,_x How did your Geo ISU go? I swear I just had the worse day ever..,0
939,"And you could have it all, my empire of dirt! I`m in a&e with dad I`m freezing fully shivering Every1 else is warm  no fones allowed ffs!",0
942,Out for ultimate training. looking forward to the sunset!,1
943,going to work once again. what a great few days off i had. now it`s over  but atleast i get 2 more commin up wahooooooo,1
949, I broke my ipod,0
950,_banks 'Something must be wrong. Only found 17 July Harl/Sil books I wanted,0
951, Haha and you should! State pride is important,1
952," Ugh, did you just say your friend might have swine flu? OMG, why?",0
953," haha no problem, it`s fun isn`****",1
954,"Finally got to wash my hair! I feel much better now, but I gotta dry it ... Effffffort.",1
955,finally feel back into swing of things here at work after getting married last week! sigh of relief for no more wedding planning!,1
956, that sucks  booo.,0
960, oh ****!!,0
